"","state","total_population","votingAgeCap","total_votes_2012","total_votes_2016","White","Black","Hispanic","Nonwhite","Foreign_born","Female_count","age29andunder_count","age65andolder_count","clf_unemploy_count","lesshs_count","lesscollege_count","lesshs_whites_count","lesscollege_whites_count","rural_count","median_hh_inc","Party_12","Party_16","Party_Name","Vote_Count","Year"
"99","Kentucky",4411989,3313780,1797212,1924149,3766346,345715,146945,645643,154143,2239244,1725300,653000,343643.41177772,673757.113694697,3403194.228599,633313.121320486,3351296.62145498,1810825.38230422,39753,"#DC143C","#DC143C","OTH",30652,2012
"100","Kentucky",4411989,3313780,1797212,1924149,3766346,345715,146945,645643,154143,2239244,1725300,653000,343643.41177772,673757.113694697,3403194.228599,633313.121320486,3351296.62145498,1810825.38230422,39753,"#DC143C","#DC143C","REP",1202971,2016
"101","Kentucky",4411989,3313780,1797212,1924149,3766346,345715,146945,645643,154143,2239244,1725300,653000,343643.41177772,673757.113694697,3403194.228599,633313.121320486,3351296.62145498,1810825.38230422,39753,"#DC143C","#DC143C","DEM",628854,2016
"102","Kentucky",4411989,3313780,1797212,1924149,3766346,345715,146945,645643,154143,2239244,1725300,653000,343643.41177772,673757.113694697,3403194.228599,633313.121320486,3351296.62145498,1810825.38230422,39753,"#DC143C","#DC143C","OTH",92324,2016
"103","Louisiana",4645670,3432025,1994065,2029032,2754643,1483906,223408,1891027,187580,2373986,1919300,633725,359715.161358292,750373.185457647,3578269.48638439,533055.559329629,3296173.64976405,1226202.83774742,40793,"#DC143C","#DC143C","REP",1152262,2012
"104","Louisiana",4645670,3432025,1994065,2029032,2754643,1483906,223408,1891027,187580,2373986,1919300,633725,359715.161358292,750373.185457647,3578269.48638439,533055.559329629,3296173.64976405,1226202.83774742,40793,"#DC143C","#DC143C","DEM",809141,2012
"105","Louisiana",4645670,3432025,1994065,2029032,2754643,1483906,223408,1891027,187580,2373986,1919300,633725,359715.161358292,750373.185457647,3578269.48638439,533055.559329629,3296173.64976405,1226202.83774742,40793,"#DC143C","#DC143C","OTH",32662,2012
"106","Louisiana",4645670,3432025,1994065,2029032,2754643,1483906,223408,1891027,187580,2373986,1919300,633725,359715.161358292,750373.185457647,3578269.48638439,533055.559329629,3296173.64976405,1226202.83774742,40793,"#DC143C","#DC143C","REP",1178638,2016
"107","Louisiana",4645670,3432025,1994065,2029032,2754643,1483906,223408,1891027,187580,2373986,1919300,633725,359715.161358292,750373.185457647,3578269.48638439,533055.559329629,3296173.64976405,1226202.83774742,40793,"#DC143C","#DC143C","DEM",780154,2016
"108","Louisiana",4645670,3432025,1994065,2029032,2754643,1483906,223408,1891027,187580,2373986,1919300,633725,359715.161358292,750373.185457647,3578269.48638439,533055.559329629,3296173.64976405,1226202.83774742,40793,"#DC143C","#DC143C","OTH",70240,2016
"109","Maine",1329923,1051865,710126,743941,1246606,15472,19772,83317,47651,678579,450087,242251,80694.6298805712,107474.423487405,939982.95940624,102344.546558222,937550.896294296,812705.932864346,47025,"#00008B","#00008B","REP",291418,2012
"110","Maine",1329923,1051865,710126,743941,1246606,15472,19772,83317,47651,678579,450087,242251,80694.6298805712,107474.423487405,939982.95940624,102344.546558222,937550.896294296,812705.932864346,47025,"#00008B","#00008B","DEM",399235,2012
"111","Maine",1329923,1051865,710126,743941,1246606,15472,19772,83317,47651,678579,450087,242251,80694.6298805712,107474.423487405,939982.95940624,102344.546558222,937550.896294296,812705.932864346,47025,"#00008B","#00008B","OTH",19473,2012
"112","Maine",1329923,1051865,710126,743941,1246606,15472,19772,83317,47651,678579,450087,242251,80694.6298805712,107474.423487405,939982.95940624,102344.546558222,937550.896294296,812705.932864346,47025,"#00008B","#00008B","REP",334945,2016
"113","Maine",1329923,1051865,710126,743941,1246606,15472,19772,83317,47651,678579,450087,242251,80694.6298805712,107474.423487405,939982.95940624,102344.546558222,937550.896294296,812705.932864346,47025,"#00008B","#00008B","DEM",354718,2016
"114","Maine",1329923,1051865,710126,743941,1246606,15472,19772,83317,47651,678579,450087,242251,80694.6298805712,107474.423487405,939982.95940624,102344.546558222,937550.896294296,812705.932864346,47025,"#00008B","#00008B","OTH",54278,2016
"115","Maryland",5959902,4212250,2707327,2781446,3128390,1738618,550145.999999999,2831512,874332.000000001,3073168,2322028,820050,402720.479691907,619464.611080457,3672690.14625814,407291.839765462,3211436.3985528,755436.091847245,68463.5,"#00008B","#00008B","REP",971869,2012
"116","Maryland",5959902,4212250,2707327,2781446,3128390,1738618,550145.999999999,2831512,874332.000000001,3073168,2322028,820050,402720.479691907,619464.611080457,3672690.14625814,407291.839765462,3211436.3985528,755436.091847245,68463.5,"#00008B","#00008B","DEM",1677844,2012
"117","Maryland",5959902,4212250,2707327,2781446,3128390,1738618,550145.999999999,2831512,874332.000000001,3073168,2322028,820050,402720.479691907,619464.611080457,3672690.14625814,407291.839765462,3211436.3985528,755436.091847245,68463.5,"#00008B","#00008B","OTH",57614,2012
"118","Maryland",5959902,4212250,2707327,2781446,3128390,1738618,550145.999999999,2831512,874332.000000001,3073168,2322028,820050,402720.479691907,619464.611080457,3672690.14625814,407291.839765462,3211436.3985528,755436.091847245,68463.5,"#00008B","#00008B","REP",943169,2016
"119","Maryland",5959902,4212250,2707327,2781446,3128390,1738618,550145.999999999,2831512,874332.000000001,3073168,2322028,820050,402720.479691907,619464.611080457,3672690.14625814,407291.839765462,3211436.3985528,755436.091847245,68463.5,"#00008B","#00008B","DEM",1677928,2016
"120","Maryland",5959902,4212250,2707327,2781446,3128390,1738618,550145.999999999,2831512,874332.000000001,3073168,2322028,820050,402720.479691907,619464.611080457,3672690.14625814,407291.839765462,3211436.3985528,755436.091847245,68463.5,"#00008B","#00008B","OTH",160349,2016
"121","Massachusetts",6742143,4887320,3167767,3274555,4970011,443182,731739.000000001,1772132,1061461,3472772,2571459,1016679,458687.827228781,673091.755347174,3966955.2007351,443496.468455863,3715374.3618239,533976.0897889,64458,"#00008B","#00008B","REP",1188314,2012
"122","Massachusetts",6742143,4887320,3167767,3274555,4970011,443182,731739.000000001,1772132,1061461,3472772,2571459,1016679,458687.827228781,673091.755347174,3966955.2007351,443496.468455863,3715374.3618239,533976.0897889,64458,"#00008B","#00008B","DEM",1921290,2012
"123","Massachusetts",6742143,4887320,3167767,3274555,4970011,443182,731739.000000001,1772132,1061461,3472772,2571459,1016679,458687.827228781,673091.755347174,3966955.2007351,443496.468455863,3715374.3618239,533976.0897889,64458,"#00008B","#00008B","OTH",58163,2012
"124","Massachusetts",6742143,4887320,3167767,3274555,4970011,443182,731739.000000001,1772132,1061461,3472772,2571459,1016679,458687.827228781,673091.755347174,3966955.2007351,443496.468455863,3715374.3618239,533976.0897889,64458,"#00008B","#00008B","REP",1090893,2016
"125","Massachusetts",6742143,4887320,3167767,3274555,4970011,443182,731739.000000001,1772132,1061461,3472772,2571459,1016679,458687.827228781,673091.755347174,3966955.2007351,443496.468455863,3715374.3618239,533976.0897889,64458,"#00008B","#00008B","DEM",1995196,2016
"126","Massachusetts",6742143,4887320,3167767,3274555,4970011,443182,731739.000000001,1772132,1061461,3472772,2571459,1016679,458687.827228781,673091.755347174,3966955.2007351,443496.468455863,3715374.3618239,533976.0897889,64458,"#00008B","#00008B","OTH",188466,2016
"127","Michigan",9909600,7408635,4730961,4799284,7503076,1361993,474381,2406524,632482,5039715,3843674,1527698,855391.690853221,1002377.05529532,7176594.23891731,830054.412384449,7011678.14743151,2508346.88961855,43373,"#00008B","#DC143C","REP",2115256,2012
"128","Michigan",9909600,7408635,4730961,4799284,7503076,1361993,474381,2406524,632482,5039715,3843674,1527698,855391.690853221,1002377.05529532,7176594.23891731,830054.412384449,7011678.14743151,2508346.88961855,43373,"#00008B","#DC143C","DEM",2564569,2012
"129","Michigan",9909600,7408635,4730961,4799284,7503076,1361993,474381,2406524,632482,5039715,3843674,1527698,855391.690853221,1002377.05529532,7176594.23891731,830054.412384449,7011678.14743151,2508346.88961855,43373,"#00008B","#DC143C","OTH",51136,2012
"130","Michigan",9909600,7408635,4730961,4799284,7503076,1361993,474381,2406524,632482,5039715,3843674,1527698,855391.690853221,1002377.05529532,7176594.23891731,830054.412384449,7011678.14743151,2508346.88961855,43373,"#00008B","#DC143C","REP",2279543,2016
"131","Michigan",9909600,7408635,4730961,4799284,7503076,1361993,474381,2406524,632482,5039715,3843674,1527698,855391.690853221,1002377.05529532,7176594.23891731,830054.412384449,7011678.14743151,2508346.88961855,43373,"#00008B","#DC143C","DEM",2268839,2016
"132","Michigan",9909600,7408635,4730961,4799284,7503076,1361993,474381,2406524,632482,5039715,3843674,1527698,855391.690853221,1002377.05529532,7176594.23891731,830054.412384449,7011678.14743151,2508346.88961855,43373,"#00008B","#DC143C","OTH",250902,2016
"133","Minnesota",5450868,3980480,2936561,2944813,4432384,305402.999999999,276026,1018484,426690.999999999,2740711,2154225,779405,264786.40290116,401647.404736562,3583152.65157161,256787.692396778,3454455.07665939,1427617.56462439,53059,"#00008B","#00008B","REP",1320225,2012
"134","Minnesota",5450868,3980480,2936561,2944813,4432384,305402.999999999,276026,1018484,426690.999999999,2740711,2154225,779405,264786.40290116,401647.404736562,3583152.65157161,256787.692396778,3454455.07665939,1427617.56462439,53059,"#00008B","#00008B","DEM",1546167,2012
"135","Minnesota",5450868,3980480,2936561,2944813,4432384,305402.999999999,276026,1018484,426690.999999999,2740711,2154225,779405,264786.40290116,401647.404736562,3583152.65157161,256787.692396778,3454455.07665939,1427617.56462439,53059,"#00008B","#00008B","OTH",70169,2012
"136","Minnesota",5450868,3980480,2936561,2944813,4432384,305402.999999999,276026,1018484,426690.999999999,2740711,2154225,779405,264786.40290116,401647.404736562,3583152.65157161,256787.692396778,3454455.07665939,1427617.56462439,53059,"#00008B","#00008B","REP",1322951,2016
"137","Minnesota",5450868,3980480,2936561,2944813,4432384,305402.999999999,276026,1018484,426690.999999999,2740711,2154225,779405,264786.40290116,401647.404736562,3583152.65157161,256787.692396778,3454455.07665939,1427617.56462439,53059,"#00008B","#00008B","DEM",1367716,2016
"138","Minnesota",5450868,3980480,2936561,2944813,4432384,305402.999999999,276026,1018484,426690.999999999,2740711,2154225,779405,264786.40290116,401647.404736562,3583152.65157161,256787.692396778,3454455.07665939,1427617.56462439,53059,"#00008B","#00008B","OTH",254146,2016
"139","Mississippi",2989192,2217760,1285584,1209357,1710126,1117387,86704,1279066,67330,1538923,1235812,426632,292173.478456009,508299.18693431,2355433.92518118,374581.45480244,2212144.55878083,1500565.55072293,34761.5,"#DC143C","#DC143C","REP",710746,2012
"140","Mississippi",2989192,2217760,1285584,1209357,1710126,1117387,86704,1279066,67330,1538923,1235812,426632,292173.478456009,508299.18693431,2355433.92518118,374581.45480244,2212144.55878083,1500565.55072293,34761.5,"#DC143C","#DC143C","DEM",562949,2012
"141","Mississippi",2989192,2217760,1285584,1209357,1710126,1117387,86704,1279066,67330,1538923,1235812,426632,292173.478456009,508299.18693431,2355433.92518118,374581.45480244,2212144.55878083,1500565.55072293,34761.5,"#DC143C","#DC143C","OTH",11889,2012
"142","Mississippi",2989192,2217760,1285584,1209357,1710126,1117387,86704,1279066,67330,1538923,1235812,426632,292173.478456009,508299.18693431,2355433.92518118,374581.45480244,2212144.55878083,1500565.55072293,34761.5,"#DC143C","#DC143C","REP",700714,2016
"143","Mississippi",2989192,2217760,1285584,1209357,1710126,1117387,86704,1279066,67330,1538923,1235812,426632,292173.478456009,508299.18693431,2355433.92518118,374581.45480244,2212144.55878083,1500565.55072293,34761.5,"#DC143C","#DC143C","DEM",485131,2016
"144","Mississippi",2989192,2217760,1285584,1209357,1710126,1117387,86704,1279066,67330,1538923,1235812,426632,292173.478456009,508299.18693431,2355433.92518118,374581.45480244,2212144.55878083,1500565.55072293,34761.5,"#DC143C","#DC143C","OTH",23512,2016
"145","Missouri",6059651,4547870,2620510,2678780,4850569,696649,237284,1209082,236079,3086334,2388608,929934,403964.239319565,673542.164664664,4379288.28517713,571985.099941856,4224297.73386124,1774212.92529111,41351,"#DC143C","#DC143C","REP",1452931,2012
"146","Missouri",6059651,4547870,2620510,2678780,4850569,696649,237284,1209082,236079,3086334,2388608,929934,403964.239319565,673542.164664664,4379288.28517713,571985.099941856,4224297.73386124,1774212.92529111,41351,"#DC143C","#DC143C","DEM",1118126,2012
"147","Missouri",6059651,4547870,2620510,2678780,4850569,696649,237284,1209082,236079,3086334,2388608,929934,403964.239319565,673542.164664664,4379288.28517713,571985.099941856,4224297.73386124,1774212.92529111,41351,"#DC143C","#DC143C","OTH",49453,2012
"148","Missouri",6059651,4547870,2620510,2678780,4850569,696649,237284,1209082,236079,3086334,2388608,929934,403964.239319565,673542.164664664,4379288.28517713,571985.099941856,4224297.73386124,1774212.92529111,41351,"#DC143C","#DC143C","REP",1569857,2016
"149","Missouri",6059651,4547870,2620510,2678780,4850569,696649,237284,1209082,236079,3086334,2388608,929934,403964.239319565,673542.164664664,4379288.28517713,571985.099941856,4224297.73386124,1774212.92529111,41351,"#DC143C","#DC143C","DEM",973333,2016
"150","Missouri",6059651,4547870,2620510,2678780,4850569,696649,237284,1209082,236079,3086334,2388608,929934,403964.239319565,673542.164664664,4379288.28517713,571985.099941856,4224297.73386124,1774212.92529111,41351,"#DC143C","#DC143C","OTH",135590,2016
"151","Montana",1023391,789490,483932,497147,888635,3948,34841,134756,20912,509200,388660,170868,58821.8881544883,72646.470059332,715431.022642741,64852.5494962115,703232.967980947,448542.628929715,44389.5,"#DC143C","#DC143C","REP",267928,2012
"152","Montana",1023391,789490,483932,497147,888635,3948,34841,134756,20912,509200,388660,170868,58821.8881544883,72646.470059332,715431.022642741,64852.5494962115,703232.967980947,448542.628929715,44389.5,"#DC143C","#DC143C","DEM",201839,2012
"153","Montana",1023391,789490,483932,497147,888635,3948,34841,134756,20912,509200,388660,170868,58821.8881544883,72646.470059332,715431.022642741,64852.5494962115,703232.967980947,448542.628929715,44389.5,"#DC143C","#DC143C","OTH",14165,2012
"154","Montana",1023391,789490,483932,497147,888635,3948,34841,134756,20912,509200,388660,170868,58821.8881544883,72646.470059332,715431.022642741,64852.5494962115,703232.967980947,448542.628929715,44389.5,"#DC143C","#DC143C","REP",279240,2016
"155","Montana",1023391,789490,483932,497147,888635,3948,34841,134756,20912,509200,388660,170868,58821.8881544883,72646.470059332,715431.022642741,64852.5494962115,703232.967980947,448542.628929715,44389.5,"#DC143C","#DC143C","DEM",177709,2016
"156","Montana",1023391,789490,483932,497147,888635,3948,34841,134756,20912,509200,388660,170868,58821.8881544883,72646.470059332,715431.022642741,64852.5494962115,703232.967980947,448542.628929715,44389.5,"#DC143C","#DC143C","OTH",40198,2016
"157","Nebraska",1881259,1341015,794379,844187,1511352,85910.9999999998,191802,369907,126533,945324,781774,271498,78484.5226301627,175285.691928328,1312731.33787906,101314.517115297,1267647.86025001,489542.549204366,49943,"#DC143C","#DC143C","REP",475064,2012
"158","Nebraska",1881259,1341015,794379,844187,1511352,85910.9999999998,191802,369907,126533,945324,781774,271498,78484.5226301627,175285.691928328,1312731.33787906,101314.517115297,1267647.86025001,489542.549204366,49943,"#DC143C","#DC143C","DEM",302081,2012
"159","Nebraska",1881259,1341015,794379,844187,1511352,85910.9999999998,191802,369907,126533,945324,781774,271498,78484.5226301627,175285.691928328,1312731.33787906,101314.517115297,1267647.86025001,489542.549204366,49943,"#DC143C","#DC143C","OTH",17234,2012
"160","Nebraska",1881259,1341015,794379,844187,1511352,85910.9999999998,191802,369907,126533,945324,781774,271498,78484.5226301627,175285.691928328,1312731.33787906,101314.517115297,1267647.86025001,489542.549204366,49943,"#DC143C","#DC143C","REP",495961,2016
"161","Nebraska",1881259,1341015,794379,844187,1511352,85910.9999999998,191802,369907,126533,945324,781774,271498,78484.5226301627,175285.691928328,1312731.33787906,101314.517115297,1267647.86025001,489542.549204366,49943,"#DC143C","#DC143C","DEM",284454,2016
"162","Nebraska",1881259,1341015,794379,844187,1511352,85910.9999999998,191802,369907,126533,945324,781774,271498,78484.5226301627,175285.691928328,1312731.33787906,101314.517115297,1267647.86025001,489542.549204366,49943,"#DC143C","#DC143C","OTH",63772,2016
"163","Nevada",2839172,1902290,1014918,1125385,1455508,233440,790496.999999999,1383664,547695.999999999,1412850,1122459,400855,264878.070386498,414614.645661377,2180675.09468876,200006.309829323,2050387.3501641,159680.916751909,52629,"#00008B","#00008B","REP",463567,2012
"164","Nevada",2839172,1902290,1014918,1125385,1455508,233440,790496.999999999,1383664,547695.999999999,1412850,1122459,400855,264878.070386498,414614.645661377,2180675.09468876,200006.309829323,2050387.3501641,159680.916751909,52629,"#00008B","#00008B","DEM",531373,2012
"165","Nevada",2839172,1902290,1014918,1125385,1455508,233440,790496.999999999,1383664,547695.999999999,1412850,1122459,400855,264878.070386498,414614.645661377,2180675.09468876,200006.309829323,2050387.3501641,159680.916751909,52629,"#00008B","#00008B","OTH",19978,2012
"166","Nevada",2839172,1902290,1014918,1125385,1455508,233440,790496.999999999,1383664,547695.999999999,1412850,1122459,400855,264878.070386498,414614.645661377,2180675.09468876,200006.309829323,2050387.3501641,159680.916751909,52629,"#00008B","#00008B","REP",512058,2016
"167","Nevada",2839172,1902290,1014918,1125385,1455508,233440,790496.999999999,1383664,547695.999999999,1412850,1122459,400855,264878.070386498,414614.645661377,2180675.09468876,200006.309829323,2050387.3501641,159680.916751909,52629,"#00008B","#00008B","DEM",539260,2016
"168","Nevada",2839172,1902290,1014918,1125385,1455508,233440,790496.999999999,1383664,547695.999999999,1412850,1122459,400855,264878.070386498,414614.645661377,2180675.09468876,200006.309829323,2050387.3501641,159680.916751909,52629,"#00008B","#00008B","OTH",74067,2016
"169","New Hampshire",1327503,1027635,710931,744296,1211271,15565,43500,116232,77063,670996,473811,210385,67288.5049298368,98681.3081840989,856088.453182291,91231.6875817076,856271.638964554,524720.292901279,59849.5,"#00008B","#00008B","REP",329918,2012
"170","New Hampshire",1327503,1027635,710931,744296,1211271,15565,43500,116232,77063,670996,473811,210385,67288.5049298368,98681.3081840989,856088.453182291,91231.6875817076,856271.638964554,524720.292901279,59849.5,"#00008B","#00008B","DEM",369561,2012
"171","New Hampshire",1327503,1027635,710931,744296,1211271,15565,43500,116232,77063,670996,473811,210385,67288.5049298368,98681.3081840989,856088.453182291,91231.6875817076,856271.638964554,524720.292901279,59849.5,"#00008B","#00008B","OTH",11452,2012
"172","New Hampshire",1327503,1027635,710931,744296,1211271,15565,43500,116232,77063,670996,473811,210385,67288.5049298368,98681.3081840989,856088.453182291,91231.6875817076,856271.638964554,524720.292901279,59849.5,"#00008B","#00008B","REP",345790,2016
"173","New Hampshire",1327503,1027635,710931,744296,1211271,15565,43500,116232,77063,670996,473811,210385,67288.5049298368,98681.3081840989,856088.453182291,91231.6875817076,856271.638964554,524720.292901279,59849.5,"#00008B","#00008B","DEM",348526,2016
"174","New Hampshire",1327503,1027635,710931,744296,1211271,15565,43500,116232,77063,670996,473811,210385,67288.5049298368,98681.3081840989,856088.453182291,91231.6875817076,856271.638964554,524720.292901279,59849.5,"#00008B","#00008B","OTH",49980,2016
"175","New Jersey",8915456,6087275,3640292,3874046,5054611,1133918,1719831,3860845,1943338,4564925,3372688,1312291,702736.619950892,994084.300390156,5583166.11702508,610690.754183009,5117080.98742963,464505.188441765,72999,"#00008B","#00008B","REP",1477568,2012
"176","New Jersey",8915456,6087275,3640292,3874046,5054611,1133918,1719831,3860845,1943338,4564925,3372688,1312291,702736.619950892,994084.300390156,5583166.11702508,610690.754183009,5117080.98742963,464505.188441765,72999,"#00008B","#00008B","DEM",2125101,2012
"177","New Jersey",8915456,6087275,3640292,3874046,5054611,1133918,1719831,3860845,1943338,4564925,3372688,1312291,702736.619950892,994084.300390156,5583166.11702508,610690.754183009,5117080.98742963,464505.188441765,72999,"#00008B","#00008B","OTH",37623,2012
"178","New Jersey",8915456,6087275,3640292,3874046,5054611,1133918,1719831,3860845,1943338,4564925,3372688,1312291,702736.619950892,994084.300390156,5583166.11702508,610690.754183009,5117080.98742963,464505.188441765,72999,"#00008B","#00008B","REP",1601933,2016
"179","New Jersey",8915456,6087275,3640292,3874046,5054611,1133918,1719831,3860845,1943338,4564925,3372688,1312291,702736.619950892,994084.300390156,5583166.11702508,610690.754183009,5117080.98742963,464505.188441765,72999,"#00008B","#00008B","DEM",2148278,2016
"180","New Jersey",8915456,6087275,3640292,3874046,5054611,1133918,1719831,3860845,1943338,4564925,3372688,1312291,702736.619950892,994084.300390156,5583166.11702508,610690.754183009,5117080.98742963,464505.188441765,72999,"#00008B","#00008B","OTH",123835,2016
"181","New Mexico",2082669,1464245,783758,798319,805603,37318,995831,1277066,201343,1051229,848931,318286,178886.941354796,325356.675237658,1534188.23355348,119700.483407853,1267709.57017655,464476.213080501,36160,"#00008B","#00008B","REP",335788,2012
"182","New Mexico",2082669,1464245,783758,798319,805603,37318,995831,1277066,201343,1051229,848931,318286,178886.941354796,325356.675237658,1534188.23355348,119700.483407853,1267709.57017655,464476.213080501,36160,"#00008B","#00008B","DEM",415335,2012
"183","New Mexico",2082669,1464245,783758,798319,805603,37318,995831,1277066,201343,1051229,848931,318286,178886.941354796,325356.675237658,1534188.23355348,119700.483407853,1267709.57017655,464476.213080501,36160,"#00008B","#00008B","OTH",32635,2012
"184","New Mexico",2082669,1464245,783758,798319,805603,37318,995831,1277066,201343,1051229,848931,318286,178886.941354796,325356.675237658,1534188.23355348,119700.483407853,1267709.57017655,464476.213080501,36160,"#00008B","#00008B","REP",319667,2016
"185","New Mexico",2082669,1464245,783758,798319,805603,37318,995831,1277066,201343,1051229,848931,318286,178886.941354796,325356.675237658,1534188.23355348,119700.483407853,1267709.57017655,464476.213080501,36160,"#00008B","#00008B","DEM",385234,2016
"186","New Mexico",2082669,1464245,783758,798319,805603,37318,995831,1277066,201343,1051229,848931,318286,178886.941354796,325356.675237658,1534188.23355348,119700.483407853,1267709.57017655,464476.213080501,36160,"#00008B","#00008B","OTH",93418,2016
"187","New York",19697457,13605855,7061925,7707363,11111314,2829883,3661929,8586143,4442247,10142327,7659802,2893801,1492445.45867082,2788048.4794419,12909608.4052916,1559876.25936058,11204215.394196,2331185.68167168,51827,"#00008B","#00008B","REP",2223397,2012
"188","New York",19697457,13605855,7061925,7707363,11111314,2829883,3661929,8586143,4442247,10142327,7659802,2893801,1492445.45867082,2788048.4794419,12909608.4052916,1559876.25936058,11204215.394196,2331185.68167168,51827,"#00008B","#00008B","DEM",4324228,2012
"189","New York",19697457,13605855,7061925,7707363,11111314,2829883,3661929,8586143,4442247,10142327,7659802,2893801,1492445.45867082,2788048.4794419,12909608.4052916,1559876.25936058,11204215.394196,2331185.68167168,51827,"#00008B","#00008B","OTH",514300,2012
"190","New York",19697457,13605855,7061925,7707363,11111314,2829883,3661929,8586143,4442247,10142327,7659802,2893801,1492445.45867082,2788048.4794419,12909608.4052916,1559876.25936058,11204215.394196,2331185.68167168,51827,"#00008B","#00008B","REP",2814589,2016
"191","New York",19697457,13605855,7061925,7707363,11111314,2829883,3661929,8586143,4442247,10142327,7659802,2893801,1492445.45867082,2788048.4794419,12909608.4052916,1559876.25936058,11204215.394196,2331185.68167168,51827,"#00008B","#00008B","DEM",4547562,2016
"192","New York",19697457,13605855,7061925,7707363,11111314,2829883,3661929,8586143,4442247,10142327,7659802,2893801,1492445.45867082,2788048.4794419,12909608.4052916,1559876.25936058,11204215.394196,2331185.68167168,51827,"#00008B","#00008B","OTH",345212,2016
"193","North Carolina",9940828,7203800,4505372,4741564,6361438,2104597,884763,3579390,767656,5106236,3910938,1459330,839240.44860871,1351565.10897986,7038449.82947645,931702.983454644,6563783.44911521,3289930.11394632,41031,"#DC143C","#DC143C","REP",2270395,2012
"194","North Carolina",9940828,7203800,4505372,4741564,6361438,2104597,884763,3579390,767656,5106236,3910938,1459330,839240.44860871,1351565.10897986,7038449.82947645,931702.983454644,6563783.44911521,3289930.11394632,41031,"#DC143C","#DC143C","DEM",2178391,2012
"195","North Carolina",9940828,7203800,4505372,4741564,6361438,2104597,884763,3579390,767656,5106236,3910938,1459330,839240.44860871,1351565.10897986,7038449.82947645,931702.983454644,6563783.44911521,3289930.11394632,41031,"#DC143C","#DC143C","OTH",56586,2012
"196","North Carolina",9940828,7203800,4505372,4741564,6361438,2104597,884763,3579390,767656,5106236,3910938,1459330,839240.44860871,1351565.10897986,7038449.82947645,931702.983454644,6563783.44911521,3289930.11394632,41031,"#DC143C","#DC143C","REP",2362631,2016
"197","North Carolina",9940828,7203800,4505372,4741564,6361438,2104597,884763,3579390,767656,5106236,3910938,1459330,839240.44860871,1351565.10897986,7038449.82947645,931702.983454644,6563783.44911521,3289930.11394632,41031,"#DC143C","#DC143C","DEM",2189316,2016
"198","North Carolina",9940828,7203800,4505372,4741564,6361438,2104597,884763,3579390,767656,5106236,3910938,1459330,839240.44860871,1351565.10897986,7038449.82947645,931702.983454644,6563783.44911521,3289930.11394632,41031,"#DC143C","#DC143C","OTH",189617,2016
