"","state","total_population","votingAgeCap","total_votes_2012","total_votes_2016","White","Black","Hispanic","Nonwhite","Foreign_born","Female_count","age29andunder_count","age65andolder_count","clf_unemploy_count","lesshs_count","lesscollege_count","lesshs_whites_count","lesscollege_whites_count","rural_count","median_hh_inc","Party_12","Party_16","Party_Name","Vote_Count","Year"
"199","North Dakota",736162,555685,322932,344360,635834,14492,22997,100328,24364,359183,315055,104745,20732.9735196752,58110.030309149,526954.397433515,50597.4231324555,520460.756046156,290399.71878806,55900,"#DC143C","#DC143C","REP",188320,2012
"200","North Dakota",736162,555685,322932,344360,635834,14492,22997,100328,24364,359183,315055,104745,20732.9735196752,58110.030309149,526954.397433515,50597.4231324555,520460.756046156,290399.71878806,55900,"#DC143C","#DC143C","DEM",124966,2012
"201","North Dakota",736162,555685,322932,344360,635834,14492,22997,100328,24364,359183,315055,104745,20732.9735196752,58110.030309149,526954.397433515,50597.4231324555,520460.756046156,290399.71878806,55900,"#DC143C","#DC143C","OTH",9646,2012
"202","North Dakota",736162,555685,322932,344360,635834,14492,22997,100328,24364,359183,315055,104745,20732.9735196752,58110.030309149,526954.397433515,50597.4231324555,520460.756046156,290399.71878806,55900,"#DC143C","#DC143C","REP",216794,2016
"203","North Dakota",736162,555685,322932,344360,635834,14492,22997,100328,24364,359183,315055,104745,20732.9735196752,58110.030309149,526954.397433515,50597.4231324555,520460.756046156,290399.71878806,55900,"#DC143C","#DC143C","DEM",93758,2016
"204","North Dakota",736162,555685,322932,344360,635834,14492,22997,100328,24364,359183,315055,104745,20732.9735196752,58110.030309149,526954.397433515,50597.4231324555,520460.756046156,290399.71878806,55900,"#DC143C","#DC143C","OTH",33808,2016
"205","Ohio",11586941,8734140,5580822,5496487,9265123,1402423,400932,2321818,484708,5913048,4488640,1796337,843790.574440392,1218019.00868899,8484490.38887314,1051320.13103968,8258521.84052764,2540299.95562181,48462,"#00008B","#DC143C","REP",2661407,2012
"206","Ohio",11586941,8734140,5580822,5496487,9265123,1402423,400932,2321818,484708,5913048,4488640,1796337,843790.574440392,1218019.00868899,8484490.38887314,1051320.13103968,8258521.84052764,2540299.95562181,48462,"#00008B","#DC143C","DEM",2827621,2012
"207","Ohio",11586941,8734140,5580822,5496487,9265123,1402423,400932,2321818,484708,5913048,4488640,1796337,843790.574440392,1218019.00868899,8484490.38887314,1051320.13103968,8258521.84052764,2540299.95562181,48462,"#00008B","#DC143C","OTH",91794,2012
"208","Ohio",11586941,8734140,5580822,5496487,9265123,1402423,400932,2321818,484708,5913048,4488640,1796337,843790.574440392,1218019.00868899,8484490.38887314,1051320.13103968,8258521.84052764,2540299.95562181,48462,"#00008B","#DC143C","REP",2841005,2016
"209","Ohio",11586941,8734140,5580822,5496487,9265123,1402423,400932,2321818,484708,5913048,4488640,1796337,843790.574440392,1218019.00868899,8484490.38887314,1051320.13103968,8258521.84052764,2540299.95562181,48462,"#00008B","#DC143C","DEM",2394164,2016
"210","Ohio",11586941,8734140,5580822,5496487,9265123,1402423,400932,2321818,484708,5913048,4488640,1796337,843790.574440392,1218019.00868899,8484490.38887314,1051320.13103968,8258521.84052764,2540299.95562181,48462,"#00008B","#DC143C","OTH",261318,2016
"211","Oklahoma",3875589,2787660,1334872,1452992,2593871,276559,381467,1281718,225516,1955594,1609291,561885,234238.214068915,492232.076226472,2920856.12892709,376204.149296478,2816936.84756904,1285831.56083614,44331,"#DC143C","#DC143C","REP",891325,2012
"212","Oklahoma",3875589,2787660,1334872,1452992,2593871,276559,381467,1281718,225516,1955594,1609291,561885,234238.214068915,492232.076226472,2920856.12892709,376204.149296478,2816936.84756904,1285831.56083614,44331,"#DC143C","#DC143C","DEM",443547,2012
"213","Oklahoma",3875589,2787660,1334872,1452992,2593871,276559,381467,1281718,225516,1955594,1609291,561885,234238.214068915,492232.076226472,2920856.12892709,376204.149296478,2816936.84756904,1285831.56083614,44331,"#DC143C","#DC143C","OTH",0,2012
"214","Oklahoma",3875589,2787660,1334872,1452992,2593871,276559,381467,1281718,225516,1955594,1609291,561885,234238.214068915,492232.076226472,2920856.12892709,376204.149296478,2816936.84756904,1285831.56083614,44331,"#DC143C","#DC143C","REP",949136,2016
"215","Oklahoma",3875589,2787660,1334872,1452992,2593871,276559,381467,1281718,225516,1955594,1609291,561885,234238.214068915,492232.076226472,2920856.12892709,376204.149296478,2816936.84756904,1285831.56083614,44331,"#DC143C","#DC143C","DEM",420375,2016
"216","Oklahoma",3875589,2787660,1334872,1452992,2593871,276559,381467,1281718,225516,1955594,1609291,561885,234238.214068915,492232.076226472,2920856.12892709,376204.149296478,2816936.84756904,1285831.56083614,44331,"#DC143C","#DC143C","OTH",83481,2016
"217","Oregon",3982267,2911325,1789270,2001336,3066467,70359,494806,915800,390613,2010755,1498397,634574,324945.267599631,400760.165727458,2729537.86104169,261641.385891959,2645961.97877859,744598.251383519,45393,"#00008B","#00008B","REP",754175,2012
"218","Oregon",3982267,2911325,1789270,2001336,3066467,70359,494806,915800,390613,2010755,1498397,634574,324945.267599631,400760.165727458,2729537.86104169,261641.385891959,2645961.97877859,744598.251383519,45393,"#00008B","#00008B","DEM",970488,2012
"219","Oregon",3982267,2911325,1789270,2001336,3066467,70359,494806,915800,390613,2010755,1498397,634574,324945.267599631,400760.165727458,2729537.86104169,261641.385891959,2645961.97877859,744598.251383519,45393,"#00008B","#00008B","OTH",64607,2012
"220","Oregon",3982267,2911325,1789270,2001336,3066467,70359,494806,915800,390613,2010755,1498397,634574,324945.267599631,400760.165727458,2729537.86104169,261641.385891959,2645961.97877859,744598.251383519,45393,"#00008B","#00008B","REP",782403,2016
"221","Oregon",3982267,2911325,1789270,2001336,3066467,70359,494806,915800,390613,2010755,1498397,634574,324945.267599631,400760.165727458,2729537.86104169,261641.385891959,2645961.97877859,744598.251383519,45393,"#00008B","#00008B","DEM",1002106,2016
"222","Oregon",3982267,2911325,1789270,2001336,3066467,70359,494806,915800,390613,2010755,1498397,634574,324945.267599631,400760.165727458,2729537.86104169,261641.385891959,2645961.97877859,744598.251383519,45393,"#00008B","#00008B","OTH",216827,2016
"223","Pennsylvania",12783977,9725830,5742040,6115402,9934801,1353424,843163.999999999,2849176,818363,6528935,4779397,2133247,926908.955396929,1344566.07578947,9027648.68786834,1083691.98224255,8713412.38607116,2702028.00948053,49028,"#00008B","#DC143C","REP",2707187,2012
"224","Pennsylvania",12783977,9725830,5742040,6115402,9934801,1353424,843163.999999999,2849176,818363,6528935,4779397,2133247,926908.955396929,1344566.07578947,9027648.68786834,1083691.98224255,8713412.38607116,2702028.00948053,49028,"#00008B","#DC143C","DEM",2963521,2012
"225","Pennsylvania",12783977,9725830,5742040,6115402,9934801,1353424,843163.999999999,2849176,818363,6528935,4779397,2133247,926908.955396929,1344566.07578947,9027648.68786834,1083691.98224255,8713412.38607116,2702028.00948053,49028,"#00008B","#DC143C","OTH",71332,2012
"226","Pennsylvania",12783977,9725830,5742040,6115402,9934801,1353424,843163.999999999,2849176,818363,6528935,4779397,2133247,926908.955396929,1344566.07578947,9027648.68786834,1083691.98224255,8713412.38607116,2702028.00948053,49028,"#00008B","#DC143C","REP",2970733,2016
"227","Pennsylvania",12783977,9725830,5742040,6115402,9934801,1353424,843163.999999999,2849176,818363,6528935,4779397,2133247,926908.955396929,1344566.07578947,9027648.68786834,1083691.98224255,8713412.38607116,2702028.00948053,49028,"#00008B","#DC143C","DEM",2926441,2016
"228","Pennsylvania",12783977,9725830,5742040,6115402,9934801,1353424,843163.999999999,2849176,818363,6528935,4779397,2133247,926908.955396929,1344566.07578947,9027648.68786834,1083691.98224255,8713412.38607116,2702028.00948053,49028,"#00008B","#DC143C","OTH",218228,2016
"229","Rhode Island",1054491,780250,445719,463416,780278,57348,148375,274213,142663,543194,401936,166517,81659.1402856735,138613.157330823,713075.174118067,107924.439767837,687876.482312111,97448.1932334778,71347,"#00008B","#00008B","REP",157151,2012
"230","Rhode Island",1054491,780250,445719,463416,780278,57348,148375,274213,142663,543194,401936,166517,81659.1402856735,138613.157330823,713075.174118067,107924.439767837,687876.482312111,97448.1932334778,71347,"#00008B","#00008B","DEM",279409,2012
"231","Rhode Island",1054491,780250,445719,463416,780278,57348,148375,274213,142663,543194,401936,166517,81659.1402856735,138613.157330823,713075.174118067,107924.439767837,687876.482312111,97448.1932334778,71347,"#00008B","#00008B","OTH",9159,2012
"232","Rhode Island",1054491,780250,445719,463416,780278,57348,148375,274213,142663,543194,401936,166517,81659.1402856735,138613.157330823,713075.174118067,107924.439767837,687876.482312111,97448.1932334778,71347,"#00008B","#00008B","REP",180490,2016
"233","Rhode Island",1054491,780250,445719,463416,780278,57348,148375,274213,142663,543194,401936,166517,81659.1402856735,138613.157330823,713075.174118067,107924.439767837,687876.482312111,97448.1932334778,71347,"#00008B","#00008B","DEM",251888,2016
"234","Rhode Island",1054491,780250,445719,463416,780278,57348,148375,274213,142663,543194,401936,166517,81659.1402856735,138613.157330823,713075.174118067,107924.439767837,687876.482312111,97448.1932334778,71347,"#00008B","#00008B","OTH",31038,2016
"235","South Carolina",4834605,3620835,1964118,2103027,3087207,1311344,258361,1747398,230716,2486267,1886258,761680,408989.152604469,673827.485621821,3553076.4455093,499153.240324023,3322013.86966697,1597010.45244015,40312.5,"#DC143C","#DC143C","REP",1071645,2012
"236","South Carolina",4834605,3620835,1964118,2103027,3087207,1311344,258361,1747398,230716,2486267,1886258,761680,408989.152604469,673827.485621821,3553076.4455093,499153.240324023,3322013.86966697,1597010.45244015,40312.5,"#DC143C","#DC143C","DEM",865941,2012
"237","South Carolina",4834605,3620835,1964118,2103027,3087207,1311344,258361,1747398,230716,2486267,1886258,761680,408989.152604469,673827.485621821,3553076.4455093,499153.240324023,3322013.86966697,1597010.45244015,40312.5,"#DC143C","#DC143C","OTH",26532,2012
"238","South Carolina",4834605,3620835,1964118,2103027,3087207,1311344,258361,1747398,230716,2486267,1886258,761680,408989.152604469,673827.485621821,3553076.4455093,499153.240324023,3322013.86966697,1597010.45244015,40312.5,"#DC143C","#DC143C","REP",1155389,2016
"239","South Carolina",4834605,3620835,1964118,2103027,3087207,1311344,258361,1747398,230716,2486267,1886258,761680,408989.152604469,673827.485621821,3553076.4455093,499153.240324023,3322013.86966697,1597010.45244015,40312.5,"#DC143C","#DC143C","DEM",855373,2016
"240","South Carolina",4834605,3620835,1964118,2103027,3087207,1311344,258361,1747398,230716,2486267,1886258,761680,408989.152604469,673827.485621821,3553076.4455093,499153.240324023,3322013.86966697,1597010.45244015,40312.5,"#DC143C","#DC143C","OTH",92265,2016
"241","South Dakota",836795,618215,360670,367188,704847,13645,28693,131948,27163,415551,342153,128309,33779.3415962474,72444.1387086313,603783.653564125,56690.3324541704,591260.310070451,351281.155376181,49859,"#DC143C","#DC143C","REP",210422,2012
"242","South Dakota",836795,618215,360670,367188,704847,13645,28693,131948,27163,415551,342153,128309,33779.3415962474,72444.1387086313,603783.653564125,56690.3324541704,591260.310070451,351281.155376181,49859,"#DC143C","#DC143C","DEM",142102,2012
"243","South Dakota",836795,618215,360670,367188,704847,13645,28693,131948,27163,415551,342153,128309,33779.3415962474,72444.1387086313,603783.653564125,56690.3324541704,591260.310070451,351281.155376181,49859,"#DC143C","#DC143C","OTH",8146,2012
"244","South Dakota",836795,618215,360670,367188,704847,13645,28693,131948,27163,415551,342153,128309,33779.3415962474,72444.1387086313,603783.653564125,56690.3324541704,591260.310070451,351281.155376181,49859,"#DC143C","#DC143C","REP",227480,2016
"245","South Dakota",836795,618215,360670,367188,704847,13645,28693,131948,27163,415551,342153,128309,33779.3415962474,72444.1387086313,603783.653564125,56690.3324541704,591260.310070451,351281.155376181,49859,"#DC143C","#DC143C","DEM",114948,2016
"246","South Dakota",836795,618215,360670,367188,704847,13645,28693,131948,27163,415551,342153,128309,33779.3415962474,72444.1387086313,603783.653564125,56690.3324541704,591260.310070451,351281.155376181,49859,"#DC143C","#DC143C","OTH",24760,2016
"247","Tennessee",6548009,4876600,2458577,2508027,4879669,1092491,327345,1668340,315319,3356032,2556614,984449,498232.911369076,910269.355044524,4872838.29575812,744479.662234717,4643117.40055012,2170751.46141634,39728,"#DC143C","#DC143C","REP",1462330,2012
"248","Tennessee",6548009,4876600,2458577,2508027,4879669,1092491,327345,1668340,315319,3356032,2556614,984449,498232.911369076,910269.355044524,4872838.29575812,744479.662234717,4643117.40055012,2170751.46141634,39728,"#DC143C","#DC143C","DEM",960709,2012
"249","Tennessee",6548009,4876600,2458577,2508027,4879669,1092491,327345,1668340,315319,3356032,2556614,984449,498232.911369076,910269.355044524,4872838.29575812,744479.662234717,4643117.40055012,2170751.46141634,39728,"#DC143C","#DC143C","OTH",35538,2012
"250","Tennessee",6548009,4876600,2458577,2508027,4879669,1092491,327345,1668340,315319,3356032,2556614,984449,498232.911369076,910269.355044524,4872838.29575812,744479.662234717,4643117.40055012,2170751.46141634,39728,"#DC143C","#DC143C","REP",1522925,2016
"251","Tennessee",6548009,4876600,2458577,2508027,4879669,1092491,327345,1668340,315319,3356032,2556614,984449,498232.911369076,910269.355044524,4872838.29575812,744479.662234717,4643117.40055012,2170751.46141634,39728,"#DC143C","#DC143C","DEM",870695,2016
"252","Tennessee",6548009,4876600,2458577,2508027,4879669,1092491,327345,1668340,315319,3356032,2556614,984449,498232.911369076,910269.355044524,4872838.29575812,744479.662234717,4643117.40055012,2170751.46141634,39728,"#DC143C","#DC143C","OTH",114407,2016
"253","Texas",26956435,17177620,7993851,8969226,11705684,3134962,10413150,15250751,4494345,13577270,11840066,3096567,1748019.01762048,4813242.44794018,19400116.210329,1746820.17964163,16624416.2741885,4015158.20856125,46454.5,"#DC143C","#DC143C","REP",4569843,2012
"254","Texas",26956435,17177620,7993851,8969226,11705684,3134962,10413150,15250751,4494345,13577270,11840066,3096567,1748019.01762048,4813242.44794018,19400116.210329,1746820.17964163,16624416.2741885,4015158.20856125,46454.5,"#DC143C","#DC143C","DEM",3308124,2012
"255","Texas",26956435,17177620,7993851,8969226,11705684,3134962,10413150,15250751,4494345,13577270,11840066,3096567,1748019.01762048,4813242.44794018,19400116.210329,1746820.17964163,16624416.2741885,4015158.20856125,46454.5,"#DC143C","#DC143C","OTH",115884,2012
"256","Texas",26956435,17177620,7993851,8969226,11705684,3134962,10413150,15250751,4494345,13577270,11840066,3096567,1748019.01762048,4813242.44794018,19400116.210329,1746820.17964163,16624416.2741885,4015158.20856125,46454.5,"#DC143C","#DC143C","REP",4685047,2016
"257","Texas",26956435,17177620,7993851,8969226,11705684,3134962,10413150,15250751,4494345,13577270,11840066,3096567,1748019.01762048,4813242.44794018,19400116.210329,1746820.17964163,16624416.2741885,4015158.20856125,46454.5,"#DC143C","#DC143C","DEM",3877868,2016
"258","Texas",26956435,17177620,7993851,8969226,11705684,3134962,10413150,15250751,4494345,13577270,11840066,3096567,1748019.01762048,4813242.44794018,19400116.210329,1746820.17964163,16624416.2741885,4015158.20856125,46454.5,"#DC143C","#DC143C","OTH",406311,2016
"259","Utah",2948427,1903500,1017440,1131430,2339279,30243,397915,609147.999999999,244784,1465372,1457860,295342,149596.423090837,246321.520154249,2007522.2067688,137805.536573178,1930608.36079973,273974.472384909,52865,"#DC143C","#DC143C","REP",740600,2012
"260","Utah",2948427,1903500,1017440,1131430,2339279,30243,397915,609147.999999999,244784,1465372,1457860,295342,149596.423090837,246321.520154249,2007522.2067688,137805.536573178,1930608.36079973,273974.472384909,52865,"#DC143C","#DC143C","DEM",251813,2012
"261","Utah",2948427,1903500,1017440,1131430,2339279,30243,397915,609147.999999999,244784,1465372,1457860,295342,149596.423090837,246321.520154249,2007522.2067688,137805.536573178,1930608.36079973,273974.472384909,52865,"#DC143C","#DC143C","OTH",25027,2012
"262","Utah",2948427,1903500,1017440,1131430,2339279,30243,397915,609147.999999999,244784,1465372,1457860,295342,149596.423090837,246321.520154249,2007522.2067688,137805.536573178,1930608.36079973,273974.472384909,52865,"#DC143C","#DC143C","REP",515231,2016
"263","Utah",2948427,1903500,1017440,1131430,2339279,30243,397915,609147.999999999,244784,1465372,1457860,295342,149596.423090837,246321.520154249,2007522.2067688,137805.536573178,1930608.36079973,273974.472384909,52865,"#DC143C","#DC143C","DEM",310676,2016
"264","Utah",2948427,1903500,1017440,1131430,2339279,30243,397915,609147.999999999,244784,1465372,1457860,295342,149596.423090837,246321.520154249,2007522.2067688,137805.536573178,1930608.36079973,273974.472384909,52865,"#DC143C","#DC143C","OTH",305523,2016
"265","Vermont",626249,493535,299290,315077,585154,7050,10900,41095,27555,317538,224884,106193,31210.0074470424,50469.6885720127,397827.357438413,47244.0217372527,397011.837868906,381331.207320301,53789.5,"#00008B","#00008B","REP",92698,2012
"266","Vermont",626249,493535,299290,315077,585154,7050,10900,41095,27555,317538,224884,106193,31210.0074470424,50469.6885720127,397827.357438413,47244.0217372527,397011.837868906,381331.207320301,53789.5,"#00008B","#00008B","DEM",199239,2012
"267","Vermont",626249,493535,299290,315077,585154,7050,10900,41095,27555,317538,224884,106193,31210.0074470424,50469.6885720127,397827.357438413,47244.0217372527,397011.837868906,381331.207320301,53789.5,"#00008B","#00008B","OTH",7353,2012
"268","Vermont",626249,493535,299290,315077,585154,7050,10900,41095,27555,317538,224884,106193,31210.0074470424,50469.6885720127,397827.357438413,47244.0217372527,397011.837868906,381331.207320301,53789.5,"#00008B","#00008B","REP",95369,2016
"269","Vermont",626249,493535,299290,315077,585154,7050,10900,41095,27555,317538,224884,106193,31210.0074470424,50469.6885720127,397827.357438413,47244.0217372527,397011.837868906,381331.207320301,53789.5,"#00008B","#00008B","DEM",178573,2016
"270","Vermont",626249,493535,299290,315077,585154,7050,10900,41095,27555,317538,224884,106193,31210.0074470424,50469.6885720127,397827.357438413,47244.0217372527,397011.837868906,381331.207320301,53789.5,"#00008B","#00008B","OTH",41135,2016
"271","Virginia",8310301,5998900,3851684,3984631,5245259,1568053,725092,3065042,986495,4224018,3269724,1144817,503383.848982781,937787.562182039,5234860.16783696,631177.564064905,4784274.75729863,1991141.80527144,49639,"#00008B","#00008B","REP",1820995,2012
"272","Virginia",8310301,5998900,3851684,3984631,5245259,1568053,725092,3065042,986495,4224018,3269724,1144817,503383.848982781,937787.562182039,5234860.16783696,631177.564064905,4784274.75729863,1991141.80527144,49639,"#00008B","#00008B","DEM",1970595,2012
"273","Virginia",8310301,5998900,3851684,3984631,5245259,1568053,725092,3065042,986495,4224018,3269724,1144817,503383.848982781,937787.562182039,5234860.16783696,631177.564064905,4784274.75729863,1991141.80527144,49639,"#00008B","#00008B","OTH",60094,2012
"274","Virginia",8310301,5998900,3851684,3984631,5245259,1568053,725092,3065042,986495,4224018,3269724,1144817,503383.848982781,937787.562182039,5234860.16783696,631177.564064905,4784274.75729863,1991141.80527144,49639,"#00008B","#00008B","REP",1769443,2016
"275","Virginia",8310301,5998900,3851684,3984631,5245259,1568053,725092,3065042,986495,4224018,3269724,1144817,503383.848982781,937787.562182039,5234860.16783696,631177.564064905,4784274.75729863,1991141.80527144,49639,"#00008B","#00008B","DEM",1981473,2016
"276","Virginia",8310301,5998900,3851684,3984631,5245259,1568053,725092,3065042,986495,4224018,3269724,1144817,503383.848982781,937787.562182039,5234860.16783696,631177.564064905,4784274.75729863,1991141.80527144,49639,"#00008B","#00008B","OTH",233715,2016
"277","Washington",7073146,5008030,3125516,3209214,4978375,246909,854275,2094771,957185,3543715,2783030,992841.999999999,490993.378914147,677515.805884357,4718994.41430324,403455.609206737,4555488.37507683,1107902.02613602,50145,"#00008B","#00008B","REP",1290670,2012
"278","Washington",7073146,5008030,3125516,3209214,4978375,246909,854275,2094771,957185,3543715,2783030,992841.999999999,490993.378914147,677515.805884357,4718994.41430324,403455.609206737,4555488.37507683,1107902.02613602,50145,"#00008B","#00008B","DEM",1755396,2012
"279","Washington",7073146,5008030,3125516,3209214,4978375,246909,854275,2094771,957185,3543715,2783030,992841.999999999,490993.378914147,677515.805884357,4718994.41430324,403455.609206737,4555488.37507683,1107902.02613602,50145,"#00008B","#00008B","OTH",79450,2012
"280","Washington",7073146,5008030,3125516,3209214,4978375,246909,854275,2094771,957185,3543715,2783030,992841.999999999,490993.378914147,677515.805884357,4718994.41430324,403455.609206737,4555488.37507683,1107902.02613602,50145,"#00008B","#00008B","REP",1221747,2016
"281","Washington",7073146,5008030,3125516,3209214,4978375,246909,854275,2094771,957185,3543715,2783030,992841.999999999,490993.378914147,677515.805884357,4718994.41430324,403455.609206737,4555488.37507683,1107902.02613602,50145,"#00008B","#00008B","DEM",1742718,2016
"282","Washington",7073146,5008030,3125516,3209214,4978375,246909,854275,2094771,957185,3543715,2783030,992841.999999999,490993.378914147,677515.805884357,4718994.41430324,403455.609206737,4555488.37507683,1107902.02613602,50145,"#00008B","#00008B","OTH",244749,2016
"283","West Virginia",1846092,1453210,670440,713051,1706156,62385,26247,139936,28908,933822,657591,328124,141758.373704369,268997.027534389,1480784.29712645,269178.907454747,1482913.12520497,941179.794967167,39381,"#DC143C","#DC143C","REP",417655,2012
"284","West Virginia",1846092,1453210,670440,713051,1706156,62385,26247,139936,28908,933822,657591,328124,141758.373704369,268997.027534389,1480784.29712645,269178.907454747,1482913.12520497,941179.794967167,39381,"#DC143C","#DC143C","DEM",238269,2012
"285","West Virginia",1846092,1453210,670440,713051,1706156,62385,26247,139936,28908,933822,657591,328124,141758.373704369,268997.027534389,1480784.29712645,269178.907454747,1482913.12520497,941179.794967167,39381,"#DC143C","#DC143C","OTH",14516,2012
"286","West Virginia",1846092,1453210,670440,713051,1706156,62385,26247,139936,28908,933822,657591,328124,141758.373704369,268997.027534389,1480784.29712645,269178.907454747,1482913.12520497,941179.794967167,39381,"#DC143C","#DC143C","REP",489371,2016
"287","West Virginia",1846092,1453210,670440,713051,1706156,62385,26247,139936,28908,933822,657591,328124,141758.373704369,268997.027534389,1480784.29712645,269178.907454747,1482913.12520497,941179.794967167,39381,"#DC143C","#DC143C","DEM",188794,2016
"288","West Virginia",1846092,1453210,670440,713051,1706156,62385,26247,139936,28908,933822,657591,328124,141758.373704369,268997.027534389,1480784.29712645,269178.907454747,1482913.12520497,941179.794967167,39381,"#DC143C","#DC143C","OTH",34886,2016
"289","Wisconsin",5754798,4313285,3071434,2975753,4727553,355387,371205,1027245,277238,2895743,2221833,875220,319903.23732184,497832.407330197,4112644.96010388,365012.746344339,3990383.30903566,1704051.37123417,51411.5,"#00008B","#DC143C","REP",1410966,2012
"290","Wisconsin",5754798,4313285,3071434,2975753,4727553,355387,371205,1027245,277238,2895743,2221833,875220,319903.23732184,497832.407330197,4112644.96010388,365012.746344339,3990383.30903566,1704051.37123417,51411.5,"#00008B","#DC143C","DEM",1620985,2012
"291","Wisconsin",5754798,4313285,3071434,2975753,4727553,355387,371205,1027245,277238,2895743,2221833,875220,319903.23732184,497832.407330197,4112644.96010388,365012.746344339,3990383.30903566,1704051.37123417,51411.5,"#00008B","#DC143C","OTH",39483,2012
"292","Wisconsin",5754798,4313285,3071434,2975753,4727553,355387,371205,1027245,277238,2895743,2221833,875220,319903.23732184,497832.407330197,4112644.96010388,365012.746344339,3990383.30903566,1704051.37123417,51411.5,"#00008B","#DC143C","REP",1404440,2016
"293","Wisconsin",5754798,4313285,3071434,2975753,4727553,355387,371205,1027245,277238,2895743,2221833,875220,319903.23732184,497832.407330197,4112644.96010388,365012.746344339,3990383.30903566,1704051.37123417,51411.5,"#00008B","#DC143C","DEM",1381823,2016
"294","Wisconsin",5754798,4313285,3071434,2975753,4727553,355387,371205,1027245,277238,2895743,2221833,875220,319903.23732184,497832.407330197,4112644.96010388,365012.746344339,3990383.30903566,1704051.37123417,51411.5,"#00008B","#DC143C","OTH",189490,2016
"295","Wyoming",583029,432375,249061,255849,491859,6176,56386.0000000001,91170,20712,285338,236650,80707.0000000001,28797.39677706,44311.0697992047,430931.68498239,33348.1716727358,421454.866630075,203656.580744948,55640,"#DC143C","#DC143C","REP",170962,2012
"296","Wyoming",583029,432375,249061,255849,491859,6176,56386.0000000001,91170,20712,285338,236650,80707.0000000001,28797.39677706,44311.0697992047,430931.68498239,33348.1716727358,421454.866630075,203656.580744948,55640,"#DC143C","#DC143C","DEM",69286,2012
"297","Wyoming",583029,432375,249061,255849,491859,6176,56386.0000000001,91170,20712,285338,236650,80707.0000000001,28797.39677706,44311.0697992047,430931.68498239,33348.1716727358,421454.866630075,203656.580744948,55640,"#DC143C","#DC143C","OTH",8813,2012
"298","Wyoming",583029,432375,249061,255849,491859,6176,56386.0000000001,91170,20712,285338,236650,80707.0000000001,28797.39677706,44311.0697992047,430931.68498239,33348.1716727358,421454.866630075,203656.580744948,55640,"#DC143C","#DC143C","REP",174419,2016
"299","Wyoming",583029,432375,249061,255849,491859,6176,56386.0000000001,91170,20712,285338,236650,80707.0000000001,28797.39677706,44311.0697992047,430931.68498239,33348.1716727358,421454.866630075,203656.580744948,55640,"#DC143C","#DC143C","DEM",55973,2016
"300","Wyoming",583029,432375,249061,255849,491859,6176,56386.0000000001,91170,20712,285338,236650,80707.0000000001,28797.39677706,44311.0697992047,430931.68498239,33348.1716727358,421454.866630075,203656.580744948,55640,"#DC143C","#DC143C","OTH",25457,2016
